
---------- Begin Simulation Statistics ----------
simSeconds                                   0.295186                       # Number of seconds simulated (Second)
simTicks                                 295185770500                       # Number of ticks simulated (Tick)
finalTick                                295185770500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2919.51                       # Real time elapsed on the host (Second)
hostTickRate                                101107827                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8787008                       # Number of bytes of host memory used (Byte)
simInsts                                    500000000                       # Number of instructions simulated (Count)
simOps                                      881085600                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   171261                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     301792                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        590371542                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1635626548                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     3858                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1453103927                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1386079                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            754544758                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1176289374                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                3063                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           590233392                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.461914                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.467864                       # Number of insts issued each cycle (Count)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            3                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs             39                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         1801                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              1801                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          689                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           689                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          689                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          689                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2315                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2315                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2315                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2315                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    150611500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    150611500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    150611500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    150611500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000012                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000012                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000012                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000012                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 65058.963283                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 65058.963283                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 65058.963283                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 65058.963283                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   1801                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    197947929                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       197947929                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3004                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3004                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    194657000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    194657000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    197950933                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    197950933                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000015                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000015                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 64799.267643                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 64799.267643                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          689                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          689                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2315                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2315                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    150611500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    150611500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000012                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000012                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 65058.963283                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 65058.963283                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           510.670135                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            197950244                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2315                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           85507.664795                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   510.670135                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.997403                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.997403                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::4          512                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          395904181                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         395904181                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  20342941                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   88275438                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  2808387                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1635630406                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                20207                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                301396463                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                43280887                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  1445                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                     65439                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  2708869                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           8054                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect       16252983                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      9940492                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts             26193475                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1391005296                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1379780160                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                1141646834                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                1639688792                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.337139                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.696258                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     6345000                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads               142828202                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                 9181                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                8054                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               17040904                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   14                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                  52290                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          158535996                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.672568                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             5.520352                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              156329037     98.61%     98.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               246809      0.16%     98.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              1726028      1.09%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               103406      0.07%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 5872      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                 6265      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                 3790      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 4048      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                 2266      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                 2708      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109               2295      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               3315      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129               8018      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               9600      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149              37346      0.02%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159               3743      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169               3530      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179              17744      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189               1949      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199               1913      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209               9626      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                699      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                215      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                138      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                203      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                203      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                210      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                187      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                175      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                186      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows             4472      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1314                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            158535996                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               262347843                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                35920292                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    218514                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                     50609                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses               197952075                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                      1439                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 295185770500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               20342941                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                184918556                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                93682000                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           4819                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 275744406                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              15540670                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             1772809678                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                358881                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                1678018                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                2418371                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               10482009                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              66                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands          3050590503                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  6281458017                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               2513072287                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2606153                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            1525029120                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps               1525561275                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     253                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 234                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  13127608                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       2060415215                       # The number of ROB reads (Count)
system.cpu.rob.writes                      3379863125                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                500000000                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  881085600                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   325                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    536                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                2047865                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                   2048401                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   536                       # number of overall hits (Count)
system.l2.overallHits::cpu.data               2047865                       # number of overall hits (Count)
system.l2.overallHits::total                  2048401                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 1774                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               141733                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  143507                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                1774                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              141733                       # number of overall misses (Count)
system.l2.overallMisses::total                 143507                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       141422000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     12464956500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        12606378500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      141422000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    12464956500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       12606378500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               2310                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data            2189598                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total               2191908                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              2310                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data           2189598                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total              2191908                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.767965                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.064730                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.065471                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.767965                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.064730                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.065471                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 79719.278467                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 87946.748464                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    87845.042402                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 79719.278467                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 87946.748464                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   87845.042402                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks                93715                       # number of writebacks (Count)
system.l2.writebacks::total                     93715                       # number of writebacks (Count)
system.l2.demandMshrHits::cpu.inst                  1                       # number of demand (read+write) MSHR hits (Count)
system.l2.demandMshrHits::total                     1                       # number of demand (read+write) MSHR hits (Count)
system.l2.overallMshrHits::cpu.inst                 1                       # number of overall MSHR hits (Count)
system.l2.overallMshrHits::total                    1                       # number of overall MSHR hits (Count)
system.l2.demandMshrMisses::cpu.inst             1773                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           141733                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              143506                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            1773                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          141733                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             143506                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    123595500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data  11047626500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    11171222000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    123595500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data  11047626500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   11171222000                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.767532                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.064730                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.065471                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.767532                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.064730                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.065471                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 69709.813875                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 77946.748464                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 77844.982091                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 69709.813875                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 77946.748464                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 77844.982091                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                         111022                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst             536                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total                536                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          1774                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1774                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    141422000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    141422000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst         2310                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           2310                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.767965                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.767965                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 79719.278467                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 79719.278467                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrHits::cpu.inst            1                       # number of ReadCleanReq MSHR hits (Count)
system.l2.ReadCleanReq.mshrHits::total              1                       # number of ReadCleanReq MSHR hits (Count)
system.l2.ReadCleanReq.mshrMisses::cpu.inst         1773                       # number of ReadCleanReq MSHR misses (Count)
